region,Group,details
europe,Iron Age Britain: Romano-Celtic Era,"['55 BCE - 286 CE', 'Religious Group, Roman Religious Traditions, Early Christianity, Celtic Polytheism']"
europe,Northern Irish Protestants,"['2015 CE - 2016 CE', 'Religious Group, Christian Traditions']"
europe,Northern Irish Roman Catholics,"['2015 CE - 2016 CE', 'Religious Group, Christian Traditions']"
europe,St Bartholomew's Priory,"['1123 CE - 2023 CE', 'Religious Group, Religious Place, Monastery, Monasticism, Christian Traditions, Medieval Christianity']"
europe,The Church of England,"['Expert source: Jamie Franklin', '1963 CE - 2020 CE', 'Religious Group, Abrahamic, Christian Traditions']"
europe,The Knights Templar,"['1119 CE - 1312 CE', 'Religious Group, Christian Traditions, Heresy, Medieval Christianity, Abrahamic, Rome']"
europe,Tractarian Movement,"['1833 CE - 1845 CE', 'Religious Group, Christian Traditions']"
europe,Urban Northern Ireland,"['2015 CE - 2016 CE', 'Religious Group, Christian Traditions']"
europe,Abkhaz,"['Secondary source: Multiple References', 'Data source: eHRAF', '1855 CE - 1890 CE', 'Religious Group, Christian Traditions, Islamic Traditions, Syncretic Religions']"
europe,Ainu,"['Secondary source: Multiple References', '1263 CE - 2007 CE', 'Religious Group, Japanese Religions, Slavic Religions']"
europe,Atheism in the Soviet Union,"['1917 CE - 1991 CE', 'Religious Group, Reform Movement, Secularism, Post-Christian']"
europe,Chukchee,"['Secondary source: Multiple References', '1641 CE - 1989 CE', 'Religious Group, Slavic Religions']"
europe,Chukchee,"['Secondary source: Multiple References', 'Data source: eHRAF', '1885 CE - 1910 CE', 'Religious Group, Circumpolar Religions']"
europe,Edinoverie,"['1800 CE - 1918 CE', 'Religious Group, Christian Traditions, Slavic Religions']"
europe,Egyptian Salafism (inluding North Africa and West Asia),"['1870 CE - 2015 CE', 'Religious Group, Islamic Traditions']"
europe,Free Methodist Church,"['1860 CE - 2020 CE', 'Religious Group, Christian Traditions']"
europe,Gilyak,"['Secondary source: Multiple References', '1650 CE - 1989 CE', 'Religious Group, Slavic Religions']"
europe,Mohyla's Ukrainian Church,"['1620 CE - 1700 CE', 'Religious Group, Slavic Religions, Orthodoxy']"
europe,Mongol Religion,"['Expert source: Timothy May', '1206 CE - 1368 CE', 'Religious Group, Chinese Religion']"
europe,Sámi pre-Christian religion,"['500 CE - 1500 CE', 'Religious Group, Circumpolar Religions']"
europe,Ukrainian Greek Catholic Church,"['1596 CE - 2022 CE', 'Religious Group, Christian Traditions']"
europe,Atheism in the Soviet Union,"['1917 CE - 1991 CE', 'Religious Group, Reform Movement, Secularism, Post-Christian']"
europe,Edinoverie,"['1800 CE - 1918 CE', 'Religious Group, Christian Traditions, Slavic Religions']"
europe,Free Methodist Church,"['1860 CE - 2020 CE', 'Religious Group, Christian Traditions']"
europe,International Sivananda Yoga Vedanta Centers,"['1957 CE - 2023 CE', 'Religious Group, Hinduism, New Age Religion, neo-Vedanta, Yoga']"
europe,Old Norse Fornsed,"['600 CE - 1100 CE', 'Religious Group, Germanic Religions']"
europe,Saami,"['Secondary source: Multiple References', 'Data source: eHRAF', '1935 CE - 1960 CE', 'Religious Group, Christian Traditions, Circumpolar Religions']"
europe,Sámi pre-Christian religion,"['500 CE - 1500 CE', 'Religious Group, Circumpolar Religions']"
europe,The Knights Templar,"['1119 CE - 1312 CE', 'Religious Group, Christian Traditions, Heresy, Medieval Christianity, Abrahamic, Rome']"
europe,"The Order of the Holy Trinity for the Redemption of Captives, 1198-1500","['1198 CE - 1500 CE', 'Religious Group, Christian Traditions']"
europe,Saami,"['Secondary source: Multiple References', 'Data source: eHRAF', '1935 CE - 1960 CE', 'Religious Group, Christian Traditions, Circumpolar Religions']"
europe,Ancient Thessalians,"['700 BCE - 476 CE', 'Religious Group, Roman Religions, Hellenistic Religions, Roman Religious Traditions, Greek Cult, Greek Religions']"
europe,Byzantine Empire,"['395 CE - 632 CE', 'Polity, Middle East']"
europe,Byzantine Iconoclasts (726-787 CE),"['720 CE - 743 CE', 'Religious Group, Christian Traditions, Orthodoxy']"
europe,Catholicism in contemporary Croatia,"['1995 CE - 2020 CE', 'Religious Group, Christian Traditions, Roman Catholic, Abrahamic']"
europe,Cult of the Egyptian Gods at Demetrias,"['294 BCE - 14 CE', 'Religious Group, Hellenistic Religions, Mystery Religion, Egyptian Religions, Greek Cult, Greek Religions']"
europe,Delphi,"['800 BCE - 393 CE', 'Religious Place, Religious Group, Temple, Temenos, Hellenistic Religions, shrines, Ancient Mediterranean, Polytheistic, Greek Cult, Greek Religions, Archaeological monument, Monument, Religious Complex']"
europe,Eastern Roman Manichaeism,"['300 CE - 600 CE', 'Religious Group, Early Christianity, Persian Religions, Heresy, Dualist Tradition, Manichaeism']"
europe,Marmarini Stele,"['199 BCE - 150 BCE', 'Religious Group, Text, Hellenistic Religions, Syncretic Religions, Phoenician Cult, Anatolian Religions, Mystery Religion, Ancient Greek text, Greek Cult, Greek Religions, Inscription, Sacred Law']"
europe,Novatians,"['250 CE - 258 CE', 'Religious Group, Christian Traditions, Heresy, Orthodoxy']"
europe,Orphic Tablets,"['Secondary source: Multiple References', '500 BCE - 391 CE', 'Religious Group, Text, Hellenistic Religions, Mystery Religion, Ancient Greek text, Totenpass, Mortuary text, Greek Cult, Greek Religions, Asia Minor, Tomb, Mysticism']"
europe,Orphism,"['450 BCE - 425 CE', 'Religious Group, Hellenistic Religions, Greek Religions']"
europe,Peak Sanctuary of Petsofas,"['2000 BCE - 1500 BCE', 'Religious Place, Religious Group, Minoan Religions, Aegean']"
europe,Roman Divination,"['800 BCE - 380 CE', 'Religious Group, Hellenistic Religions, Roman Religious Traditions, Italic Religions, Greek Religions']"
europe,Romanian Orthodox Church,"['1885 CE - 2020 CE', 'Religious Group, Orthodoxy']"
europe,Sanctuary of Athena Pronaia at Delphi,"['750 BCE - 395 CE', 'Religious Group, Religious Place, Ancient Mediterranean, Aegean, Polytheistic, Greek Cult, Greek Religions, Monument, Temenos, Temple, Sacred Enclosure, Hellenistic Religions, Greece, Graeco-Roman']"
europe,The Cave of the Nymphs at Pharsalos,"['499 BCE - 30 BCE', 'Religious Group, Religious Place, Aegean, Greek Cult, Greek Religions, Shrine, Open-Air Sanctuary, Nature Sanctuaries, Hellenistic Religions, Greece, Graeco-Roman, Indo-European Religion']"
europe,The Lives of the Philosophers and Sophists,"['347 CE - 414 CE', 'Religious Group, Text, Hellenistic Religions, Neoplatonism, Hagiography, Ancient Greek text, Greek Religions']"
europe,The Metroon at Demetrias,"['250 BCE - 150 BCE', 'Religious Group, Religious Place, Aegean, Mystery Religion, Greek Religions, Mystery Religion, Greek Cult, Religious Complex, Temple, Greece, Graeco-Roman']"
europe,The Sanctuary of Apollo Pythios at Delphi,"['900 BCE - 395 CE', 'Religious Group, Religious Place, Ancient Mediterranean, Aegean, Polytheistic, Greek Cult, Greek Religions, Shrine, Temenos, Temple, Sacred Enclosure, Altar, Greece, shrines, Hellenistic Religions, Graeco-Roman, Archaeological monument']"
europe,The Sanctuary of Demeter and Kore at Eleusis,"['Secondary source: Multiple References', '1480 BCE - 394 CE', 'Religious Group, Religious Place, Aegean, Mystery Religion, Greek Religions, Mystery Religion, Greek Cult, Temenos, Temple, Hellenistic Religions, shrines, Greece, Graeco-Roman']"
europe,The Sanctuary of Pasikrata at Demetrias,"['294 BCE - 200 CE', 'Religious Group, Religious Place, Hellenistic Religions, Greece, Aegean, Graeco-Roman, Greek Cult, Greek Religions, Religious Complex']"
europe,The Sanctuary of the Egyptian Gods at Gortyn,"['100 CE - 300 CE', 'Religious Group, Religious Place, Temple, Crete, Greece, Aegean, Graeco-Roman, Egyptian Religions']"
europe,The Sanctuary of the Egyptian Gods in Marathon,"['150 CE - 200 CE', 'Religious Group, Religious Place, Temple, Greece, Aegean, Egyptian Religions, Greek Cult, Mystery Religion, Religious Complex']"
europe,Altar of Hieron II,"['269 BCE - 215 BCE', 'Religious Place, Religious Group, Temple, Greek Religions']"
europe,Ancient Thessalians,"['700 BCE - 476 CE', 'Religious Group, Roman Religions, Hellenistic Religions, Roman Religious Traditions, Greek Cult, Greek Religions']"
europe,Archaic Spartan Cults,"['800 BCE - 500 BCE', 'Religious Group, Greek Religions']"
europe,"Central Macedonia, Greece: Eastern Orthodoxy","['1260 CE - 1302 CE', 'Religious Group, Christian Traditions']"
europe,"Central Macedonia, Greece: Eastern Orthodoxy","['1530 CE - 1912 CE', 'Religious Group, Christian Traditions']"
europe,"Central Macedonia, Greece: Eastern Orthodoxy","['1913 CE - 2017 CE', 'Religious Group, Christian Traditions']"
europe,Congregation of the Oratory,"['1575 CE - 1700 CE', 'Religious Group, Roman Catholic, Rome']"
europe,Cult of the Egyptian Gods at Demetrias,"['294 BCE - 14 CE', 'Religious Group, Hellenistic Religions, Mystery Religion, Egyptian Religions, Greek Cult, Greek Religions']"
europe,Delphi,"['800 BCE - 393 CE', 'Religious Place, Religious Group, Temple, Temenos, Hellenistic Religions, shrines, Ancient Mediterranean, Polytheistic, Greek Cult, Greek Religions, Archaeological monument, Monument, Religious Complex']"
europe,Etruscan Religion,"['10 BCE - 1 BCE', 'Religious Group, Roman Religious Traditions, Ancient Mediterranean']"
europe,Euboea/Central Macedonia: Constantinopolitan Chalcedonian Christianity,"['1260 CE - 1302 CE', 'Religious Group, Christian Traditions']"
europe,Euboea/Central Macedonia: Nicaean-Chalcedonian Christianity,"['397 CE - 500 CE', 'Religious Group, Early Christianity']"
europe,Free Methodist Church,"['1860 CE - 2020 CE', 'Religious Group, Christian Traditions']"
europe,Guglielmites,"['1260 CE - 1302 CE', 'Religious Group, Christian Traditions, New Religious Movement']"
europe,International Sivananda Yoga Vedanta Centers,"['1957 CE - 2023 CE', 'Religious Group, Hinduism, New Age Religion, neo-Vedanta, Yoga']"
europe,Italy: Roman Catholic Christianity,"['1260 CE - 1302 CE', 'Religious Group, Christian Traditions']"
europe,Italy: Roman Catholic Christianity II,"['1530 CE - 2017 CE', 'Religious Group, Christian Traditions']"
europe,Italy: The Catholic Church,"['1530 CE - 1760 CE', 'Religious Group, Christian Traditions']"
europe,Italy: The Catholic Church,"['1760 CE - 1870 CE', 'Religious Group, Christian Traditions']"
europe,Italy: The Catholic Church,"['1870 CE - 1920 CE', 'Religious Group, Christian Traditions']"
europe,Italy: The Catholic Church,"['1929 CE - 2017 CE', 'Religious Group, Christian Traditions']"
europe,Italy: The Franciscan Order,"['1209 CE - 1312 CE', 'Religious Group, Christian Traditions']"
europe,Italy: The Jesuit Order,"['1540 CE - 2017 CE', 'Religious Group, Christian Traditions']"
europe,Local Religion at Selinous,"['650 BCE - 409 BCE', 'Religious Group, Canaanite Religions, Greek Religions, Italic Religions']"
europe,Marmarini Stele,"['199 BCE - 150 BCE', 'Religious Group, Text, Hellenistic Religions, Syncretic Religions, Phoenician Cult, Anatolian Religions, Mystery Religion, Ancient Greek text, Greek Cult, Greek Religions, Inscription, Sacred Law']"
europe,Novatians,"['250 CE - 258 CE', 'Religious Group, Christian Traditions, Heresy, Orthodoxy']"
europe,Orphic Tablets,"['Secondary source: Multiple References', '500 BCE - 391 CE', 'Religious Group, Text, Hellenistic Religions, Mystery Religion, Ancient Greek text, Totenpass, Mortuary text, Greek Cult, Greek Religions, Asia Minor, Tomb, Mysticism']"
europe,Orphism,"['450 BCE - 425 CE', 'Religious Group, Hellenistic Religions, Greek Religions']"
europe,Pauline Christianity,"['45 CE - 60 CE', 'Religious Group, Christian Traditions']"
europe,Pauline Christianity (ca. 45-60 CE),"['45 CE - 60 CE', 'Religious Group, Roman Religious Traditions, Christian Traditions, Greek Religions']"
europe,Peak Sanctuary of Petsofas,"['2000 BCE - 1500 BCE', 'Religious Place, Religious Group, Minoan Religions, Aegean']"
europe,Roman Divination,"['800 BCE - 380 CE', 'Religious Group, Hellenistic Religions, Roman Religious Traditions, Italic Religions, Greek Religions']"
europe,Roman private religion,"['202 BCE - 44 BCE', 'Religious Group, Roman Religions, Ancient Mediterranean, Italic Religions, Polytheistic']"
europe,Sanctuary of Artemis at Brauron,"['2000 BCE - 200 BCE', 'Religious Group, Religious Place, Archaeological Site, Greece, Ancient Mediterranean, Aegean, Greek Cult, Greek Religions']"
europe,Sanctuary of Athena Pronaia at Delphi,"['750 BCE - 395 CE', 'Religious Group, Religious Place, Ancient Mediterranean, Aegean, Polytheistic, Greek Cult, Greek Religions, Monument, Temenos, Temple, Sacred Enclosure, Hellenistic Religions, Greece, Graeco-Roman']"
europe,Sanctuary of Zeus Thaulios and Ennodia at Pherai (Makalorema),"['800 BCE - 100 CE', 'Religious Group, Religious Place, Greek Religions, Greek Cult, Monument, Open-Air Sanctuary, Religious Complex, Temenos, Temple, Sacred Enclosure, Hellenistic Religions, Greece, Graeco-Roman']"
europe,Sethian Gnostic,"['100 CE - 400 CE', 'Religious Group, Christian Traditions, Roman Religions, Heresy, Abrahamic']"
europe,Society of Jesus,"['1540 CE - 1773 CE', 'Religious Group, Roman Catholic']"
europe,"Temple of Minerva, Forum Transitorium","['85 CE - 315 CE', 'Religious Place, Religious Group, Temple, Forum, Roman Religions, Ancient Mediterranean, Roman Religious Traditions, Polytheistic, Archaeological monument, Monument, Religious Complex']"
europe,Temples of Mater Matuta and Fortuna at Sant'Omobono,"['600 BCE - 400 CE', 'Religious Place, Religious Group, Temple, Altar, Monument, Roman Religions, Ancient Mediterranean, Roman Religious Traditions, Polytheistic, Archaeological monument, Religious Complex']"
europe,The Apollonion at Syracuse,"['580 BCE - 212 BCE', 'Religious Place, Religious Group, Temple, Greek Religions']"
europe,The Cave of the Nymphs at Pharsalos,"['499 BCE - 30 BCE', 'Religious Group, Religious Place, Aegean, Greek Cult, Greek Religions, Shrine, Open-Air Sanctuary, Nature Sanctuaries, Hellenistic Religions, Greece, Graeco-Roman, Indo-European Religion']"
europe,The Metroon at Demetrias,"['250 BCE - 150 BCE', 'Religious Group, Religious Place, Aegean, Mystery Religion, Greek Religions, Mystery Religion, Greek Cult, Religious Complex, Temple, Greece, Graeco-Roman']"
europe,"The Order of the Holy Trinity for the Redemption of Captives, 1198-1500","['1198 CE - 1500 CE', 'Religious Group, Christian Traditions']"
europe,The Orthodox Monasteries of Meteora,"['1000 CE - 2022 CE', 'Religious Group, Religious Place, Greece, Christian Traditions, Orthodoxy']"
europe,The Sanctuary of Apollo Pythios at Delphi,"['900 BCE - 395 CE', 'Religious Group, Religious Place, Ancient Mediterranean, Aegean, Polytheistic, Greek Cult, Greek Religions, Shrine, Temenos, Temple, Sacred Enclosure, Altar, Greece, shrines, Hellenistic Religions, Graeco-Roman, Archaeological monument']"
europe,The Sanctuary of Demeter and Kore at Eleusis,"['Secondary source: Multiple References', '1480 BCE - 394 CE', 'Religious Group, Religious Place, Aegean, Mystery Religion, Greek Religions, Mystery Religion, Greek Cult, Temenos, Temple, Hellenistic Religions, shrines, Greece, Graeco-Roman']"
europe,The Sanctuary of Pasikrata at Demetrias,"['294 BCE - 200 CE', 'Religious Group, Religious Place, Hellenistic Religions, Greece, Aegean, Graeco-Roman, Greek Cult, Greek Religions, Religious Complex']"
europe,"The ""Sarapeion"" of Thessalonica","['210 BCE - 300 CE', 'Religious Group, Religious Place, Temple, Hellenistic Religions, Greece, City, Aegean, Egyptian Religions, Archaeological monument, Religious Complex']"
europe,"Aedes Minerva, Rome","['260 BCE - 315 CE', 'Religious Place, Religious Group, Temple, Roman Religions, Polytheistic, Ancient Mediterranean, Roman Religious Traditions, Religious Complex']"
europe,Calvinism (Early/Reformation),"['1520 CE - 1565 CE', 'Religious Group, Christian Traditions']"
europe,Classical Greek Religion,"['Secondary source: Multiple References', '500 BCE - 300 BCE', 'Religious Group, Greek Religions']"
europe,Congregation of Savigny,"['1113 CE - 1147 CE', 'Religious Group, Reform Movement, Christian Traditions']"
europe,Cult of Bona Dea,"['300 BCE - 500 CE', 'Religious Group, Roman Religions, Roman Religious Traditions, Rome']"
europe,Cult of Isis (Mysteries of Isis),"['Secondary source: Multiple References', '323 BCE - 500 CE', 'Religious Group, Roman Religious Traditions, Egyptian Religions, Greek Cult']"
europe,Demeter Cult,"['1500 BCE - 396 CE', 'Religious Group, Hellenistic Religions, Greek Religions']"
europe,Free Methodist Church,"['1860 CE - 2020 CE', 'Religious Group, Christian Traditions']"
europe,Homoian Christianity amongst Visigoths,"['341 CE - 589 CE', 'Religious Group, Arianism, Early Christianity, Abrahamic, Christianity']"
europe,International Sivananda Yoga Vedanta Centers,"['1957 CE - 2023 CE', 'Religious Group, Hinduism, New Age Religion, neo-Vedanta, Yoga']"
europe,Irish Catholicism,"['2000 CE - 2015 CE', 'Religious Group']"
europe,Jesus Associations and the Synoptic Gospels,"['50 CE - 150 CE', 'Religious Group, Roman Religious Traditions']"
europe,Jesus Associations and the Synoptic Gospels,"['50 CE - 150 CE', 'Religious Group, Christian Traditions']"
europe,Julio-Claudian Imperial Cult,"['31 BCE - 68 CE', 'Religious Group, Syro-Palestinian Religion, Roman Religions, Hellenistic Religions, Persian Religions, Roman Religious Traditions, Rome, Italic Religions, Carthage, Phrygia, Egyptian Religions, Greek Cult']"
europe,Marcionites,"['144 CE - 1000 CE', 'Religious Group, Syro-Palestinian Religion, Christian Traditions, Asia Minor, Early Christianity, Medieval Christianity']"
europe,Mediterranean,"['500 BCE - 500 CE', 'Religious Group, Anatolian Religions, Egyptian Religions, Greek Religions, Mithraism, Roman Religious Traditions']"
europe,Mediterranean,"['500 BCE - 500 CE', 'Religious Group, Anatolian Religions, Egyptian Religions, Greek Religions, Mithraism, Roman Religious Traditions']"
europe,Mithraism,"['100 CE - 400 CE', 'Religious Group, Roman Religious Traditions, Mithraism']"
europe,Mithraism,"['100 CE - 400 CE', 'Religious Group, Mithraism']"
europe,Orphism,"['550 BCE - 450 CE', 'Religious Group, Hellenistic Religions, Greek Cult, Mystery Religion, Greek Religions']"
europe,Pagans under the Emperor Julian,"['361 CE - 363 CE', 'Religious Group, Roman Religions, Ancient Mediterranean, Anatolian Religions, Egyptian Religions, Polytheistic, Ancient Syrian Religion, Greek Religions, Mysticism, Divination, Mithraism, Syncretic Religions, Roman Religious Traditions, Indo-European Religion, Rome, Gaul, Phrygia, Asia Minor, Greek Cult, Mystery Religion, Religious Practice, Hellenistic Religions, Italic Religions']"
europe,Paul the Apostle,"['50 CE - 60 CE', 'Religious Group, Roman Religious Traditions, Christian Traditions']"
europe,Pontifex Maximus and Pontifices (Pontifical College),"['Secondary source: Multiple References', '712 BCE - 380 CE', 'Religious Group, Roman Religious Traditions, Italic Religions']"
europe,pre-Christian Irish,"['400 BCE - 900 CE', 'Religious Group, Celtic Religions']"
europe,Pre-Christian Religion / Paganism in Gaul,"['600 BCE - 51 BCE', 'Religious Group, Celtic Religions']"
europe,Pre-Christian Religion / Paganism in Ireland,"['500 BCE - 900 CE', 'Religious Group, Irish Paganism, Irish Polytheism, Celtic Religions, Indo-European Religion, Celtic paganism, Celtic Polytheism']"
europe,Religion in Attica (600-300BCE),"['600 BCE - 300 BCE', 'Religious Group, Greek Religions']"
europe,Roman Imperial Cult,"['42 BCE - 518 CE', 'Religious Group, Roman Religious Traditions']"
europe,Roman private religion,"['600 BCE - 202 BCE', 'Religious Group, Roman Religious Traditions']"
europe,Sundexioi (Mithras-worshippers),"['75 CE - 450 CE', 'Religious Group, Roman Religions, Ancient Mediterranean, Roman Religious Traditions, Persian Religions, Religious Practice']"
europe,The Arch of Constantine,"['312 CE - 315 CE', 'Religious Place, Religious Group, Monument, Triumphal Arch, Constantine, Roman Religions, Polytheistic, Ancient Mediterranean, Roman Religious Traditions, Archaeological monument']"
europe,The Arch of Titus,"['81 CE - 81 CE', 'Religious Place, Religious Group, Monument, Cenotaph, Triumphal Arch, Roman Religions, Polytheistic, Ancient Mediterranean, Roman Religious Traditions, Archaeological monument']"
europe,The Knights Templar,"['1119 CE - 1312 CE', 'Religious Group, Christian Traditions, Heresy, Medieval Christianity, Abrahamic, Rome']"
europe,"The Order of the Holy Trinity for the Redemption of Captives, 1198-1500","['1198 CE - 1500 CE', 'Religious Group, Christian Traditions']"
europe,The Plum Village Sangha of Thich Nhat Hanh,"['1982 CE - 2020 CE', 'Religious Group, Southeast Asian Religions, Vietnam, Vietnamese Religions, Buddhist Traditions']"
europe,Valentinians,"['135 CE - 400 CE', 'Religious Group, Christian Traditions, Early Christianity, Heresy']"
europe,Vestal Virgins,"['800 BCE - 394 CE', 'Religious Group, Roman Religious Traditions, Roman Religions, Rome']"
british-isles,Anglican Church,"['1530 CE - 2017 CE', 'Religious Group, Christian Traditions']"
british-isles,British Isles: Augustinian/Roman Christianity,"['600 CE - 800 CE', 'Religious Group, Christian Traditions']"
british-isles,British Isles: Christian,"['300 CE - 500 CE', 'Religious Group, Early Christianity']"
british-isles,British Isles III: Pre-Theodosian Roman Britain Continued,"['43 BCE - 380 CE', 'Religious Group, Celtic Religions']"
british-isles,British Isles II: Pre-Theodosian Roman Britain,"['43 BCE - 380 CE', 'Religious Group, Celtic Religions']"
british-isles,British Isles: Introduction of Early Christianity through the End of Columban/Irish Christianity,"['200 CE - 700 CE', 'Religious Group, Early Christianity']"
british-isles,British Isles I: Pre-Roman Britain,"['500 BCE - 43 BCE', 'Religious Group, Celtic Religions']"
british-isles,British Isles IV: Pre-Theodosian Roman Britain Continued,"['43 BCE - 380 CE', 'Religious Group, Early Christianity']"
british-isles,British Isles: Mixed Roman and British Polytheism,"['50 BCE - 400 CE', 'Religious Group, Roman Religious Traditions']"
british-isles,British Isles: Predominantly Celtic Polytheism,"['500 BCE - 50 BCE', 'Religious Group, Celtic Polytheism']"
british-isles,British Isles: Pre-Roman,"['500 BCE - 43 CE', 'Religious Group, Celtic Religions']"
british-isles,British Isles: Romano-British,"['43 CE - 500 CE', 'Religious Group, Celtic Religions']"
british-isles,British Isles V: Christian Roman Britain,"['380 CE - 500 CE', 'Religious Group, Celtic Religions, Early Christianity']"
british-isles,British Isles VI: Christian Roman Britain,"['380 CE - 500 CE', 'Religious Group, Celtic Religions, Christian Traditions, Roman Religious Traditions']"
british-isles,British Isles VII: Christian Roman Britain,"['380 CE - 500 CE', 'Religious Group, Celtic Religions, Christian Traditions, Roman Religious Traditions']"
british-isles,British Paganism.,"['500 BCE - 350 CE', 'Religious Group, Celtic Religions']"
british-isles,Congregation of Savigny,"['1113 CE - 1147 CE', 'Religious Group, Reform Movement, Christian Traditions']"
british-isles,Early Medieval British Christianity,"['350 CE - 650 CE', 'Religious Group, Early Christianity']"
british-isles,Iron Age Britain: Mid to Late Pre-Roman Iron Age,"['500 BCE - 55 BCE', 'Religious Group, Celtic Religions']"
british-isles,Iron Age Britain: Romano-Celtic Era,"['55 BCE - 286 CE', 'Religious Group, Roman Religious Traditions, Early Christianity, Celtic Polytheism']"
british-isles,Northern Irish Protestants,"['2015 CE - 2016 CE', 'Religious Group, Christian Traditions']"
british-isles,Northern Irish Roman Catholics,"['2015 CE - 2016 CE', 'Religious Group, Christian Traditions']"
british-isles,St Bartholomew's Priory,"['1123 CE - 2023 CE', 'Religious Group, Religious Place, Monastery, Monasticism, Christian Traditions, Medieval Christianity']"
british-isles,The Church of England,"['Expert source: Jamie Franklin', '1963 CE - 2020 CE', 'Religious Group, Abrahamic, Christian Traditions']"
british-isles,The Knights Templar,"['1119 CE - 1312 CE', 'Religious Group, Christian Traditions, Heresy, Medieval Christianity, Abrahamic, Rome']"
british-isles,Tractarian Movement,"['1833 CE - 1845 CE', 'Religious Group, Christian Traditions']"
british-isles,Urban Northern Ireland,"['2015 CE - 2016 CE', 'Religious Group, Christian Traditions']"
eastern-europe,Abkhaz,"['Secondary source: Multiple References', 'Data source: eHRAF', '1855 CE - 1890 CE', 'Religious Group, Christian Traditions, Islamic Traditions, Syncretic Religions']"
eastern-europe,Ainu,"['Secondary source: Multiple References', '1263 CE - 2007 CE', 'Religious Group, Japanese Religions, Slavic Religions']"
eastern-europe,Atheism in the Soviet Union,"['1917 CE - 1991 CE', 'Religious Group, Reform Movement, Secularism, Post-Christian']"
eastern-europe,Chukchee,"['Secondary source: Multiple References', '1641 CE - 1989 CE', 'Religious Group, Slavic Religions']"
eastern-europe,Chukchee,"['Secondary source: Multiple References', 'Data source: eHRAF', '1885 CE - 1910 CE', 'Religious Group, Circumpolar Religions']"
eastern-europe,Edinoverie,"['1800 CE - 1918 CE', 'Religious Group, Christian Traditions, Slavic Religions']"
eastern-europe,Egyptian Salafism (inluding North Africa and West Asia),"['1870 CE - 2015 CE', 'Religious Group, Islamic Traditions']"
eastern-europe,Free Methodist Church,"['1860 CE - 2020 CE', 'Religious Group, Christian Traditions']"
eastern-europe,Gilyak,"['Secondary source: Multiple References', '1650 CE - 1989 CE', 'Religious Group, Slavic Religions']"
eastern-europe,Mohyla's Ukrainian Church,"['1620 CE - 1700 CE', 'Religious Group, Slavic Religions, Orthodoxy']"
eastern-europe,Mongol Religion,"['Expert source: Timothy May', '1206 CE - 1368 CE', 'Religious Group, Chinese Religion']"
eastern-europe,Sámi pre-Christian religion,"['500 CE - 1500 CE', 'Religious Group, Circumpolar Religions']"
eastern-europe,Ukrainian Greek Catholic Church,"['1596 CE - 2022 CE', 'Religious Group, Christian Traditions']"
northern-europe,Atheism in the Soviet Union,"['1917 CE - 1991 CE', 'Religious Group, Reform Movement, Secularism, Post-Christian']"
northern-europe,Edinoverie,"['1800 CE - 1918 CE', 'Religious Group, Christian Traditions, Slavic Religions']"
northern-europe,Free Methodist Church,"['1860 CE - 2020 CE', 'Religious Group, Christian Traditions']"
northern-europe,International Sivananda Yoga Vedanta Centers,"['1957 CE - 2023 CE', 'Religious Group, Hinduism, New Age Religion, neo-Vedanta, Yoga']"
northern-europe,Old Norse Fornsed,"['600 CE - 1100 CE', 'Religious Group, Germanic Religions']"
northern-europe,Saami,"['Secondary source: Multiple References', 'Data source: eHRAF', '1935 CE - 1960 CE', 'Religious Group, Christian Traditions, Circumpolar Religions']"
northern-europe,Sámi pre-Christian religion,"['500 CE - 1500 CE', 'Religious Group, Circumpolar Religions']"
northern-europe,The Knights Templar,"['1119 CE - 1312 CE', 'Religious Group, Christian Traditions, Heresy, Medieval Christianity, Abrahamic, Rome']"
northern-europe,"The Order of the Holy Trinity for the Redemption of Captives, 1198-1500","['1198 CE - 1500 CE', 'Religious Group, Christian Traditions']"
scandinavia,Saami,"['Secondary source: Multiple References', 'Data source: eHRAF', '1935 CE - 1960 CE', 'Religious Group, Christian Traditions, Circumpolar Religions']"
southeastern-europe,Ancient Thessalians,"['700 BCE - 476 CE', 'Religious Group, Roman Religions, Hellenistic Religions, Roman Religious Traditions, Greek Cult, Greek Religions']"
southeastern-europe,Byzantine Empire,"['395 CE - 632 CE', 'Polity, Middle East']"
southeastern-europe,Byzantine Iconoclasts (726-787 CE),"['720 CE - 743 CE', 'Religious Group, Christian Traditions, Orthodoxy']"
southeastern-europe,Catholicism in contemporary Croatia,"['1995 CE - 2020 CE', 'Religious Group, Christian Traditions, Roman Catholic, Abrahamic']"
southeastern-europe,Cult of the Egyptian Gods at Demetrias,"['294 BCE - 14 CE', 'Religious Group, Hellenistic Religions, Mystery Religion, Egyptian Religions, Greek Cult, Greek Religions']"
southeastern-europe,Delphi,"['800 BCE - 393 CE', 'Religious Place, Religious Group, Temple, Temenos, Hellenistic Religions, shrines, Ancient Mediterranean, Polytheistic, Greek Cult, Greek Religions, Archaeological monument, Monument, Religious Complex']"
southeastern-europe,Eastern Roman Manichaeism,"['300 CE - 600 CE', 'Religious Group, Early Christianity, Persian Religions, Heresy, Dualist Tradition, Manichaeism']"
